reviews,Cleaned Reviews,POS tagged,Lemma,Sentiment,Analysis
" Faisalabad to Karachi. Booked ticket 3 times but every time received a message after 4 - 5 days that flight is cancelled. After wasting 10,000 to 12,0000 on travelling to airport 3 times for change of booking, I finally gave up and booked train tickets to travel via train. If you are booking PIA airline to reach on some occasion on time etc, never choose to fly via PIA.", Faisalabad to Karachi Booked ticket times but every time received a message after days that flight is cancelled After wasting to on travelling to airport times for change of booking I finally gave up and booked train tickets to travel via train If you are booking PIA airline to reach on some occasion on time etc never choose to fly via PIA ,"[('Faisalabad', 'n'), ('Karachi', 'n'), ('Booked', 'n'), ('ticket', 'n'), ('times', 'n'), ('every', None), ('time', 'n'), ('received', 'v'), ('message', 'n'), ('days', 'n'), ('flight', 'n'), ('cancelled', 'v'), ('wasting', 'v'), ('travelling', 'v'), ('airport', 'v'), ('times', 'n'), ('change', 'n'), ('booking', 'v'), ('finally', 'r'), ('gave', 'v'), ('booked', 'v'), ('train', 'a'), ('tickets', 'n'), ('travel', 'v'), ('via', None), ('train', 'n'), ('booking', 'v'), ('PIA', 'n'), ('airline', 'n'), ('reach', 'v'), ('occasion', 'n'), ('time', 'n'), ('etc', None), ('never', 'r'), ('choose', 'v'), ('fly', 'v'), ('via', None), ('PIA', 'n')]",  Faisalabad Karachi Booked ticket time every time receive message day flight cancel waste travel airport time change book finally give book train ticket travel via train book PIA airline reach occasion time etc never choose fly via PIA,-0.5719,Negative
"  Karachi to Lahore. Aircraft cabin was mildly comfortable but it did look like it had seen better days. Broken IFE screens still displayed a welcome message from Vietnam Airlines. The overhead luggage compartment kept opening midway through the takeoff. Staff was courteous and professional. The breakfast meal served was alright, nothing to write home about.", Karachi to Lahore Aircraft cabin was mildly comfortable but it did look like it had seen better days Broken IFE screens still displayed a welcome message from Vietnam Airlines The overhead luggage compartment kept opening midway through the takeoff Staff was courteous and professional The breakfast meal served was alright nothing to write home about ,"[('Karachi', 'n'), ('Lahore', 'v'), ('Aircraft', 'n'), ('cabin', 'n'), ('mildly', 'r'), ('comfortable', 'a'), ('look', 'v'), ('like', None), ('seen', 'v'), ('better', 'r'), ('days', 'n'), ('Broken', 'n'), ('IFE', 'n'), ('screens', 'n'), ('still', 'r'), ('displayed', 'v'), ('welcome', 'a'), ('message', 'n'), ('Vietnam', 'n'), ('Airlines', 'n'), ('overhead', 'a'), ('luggage', 'n'), ('compartment', 'n'), ('kept', 'v'), ('opening', 'v'), ('midway', 'r'), ('takeoff', 'n'), ('Staff', 'n'), ('courteous', 'a'), ('professional', 'a'), ('breakfast', 'n'), ('meal', 'n'), ('served', 'v'), ('alright', 'a'), ('nothing', 'n'), ('write', 'v'), ('home', 'n')]",  Karachi Lahore Aircraft cabin mildly comfortable look like see well day Broken IFE screen still display welcome message Vietnam Airlines overhead luggage compartment keep open midway takeoff Staff courteous professional breakfast meal serve alright nothing write home,0.9022,Positive
  Kuala Lumpur to Medina via Karachi. I cancelled my flight and request for refund. However after a month (request for cancellation on 6 oct 2018) the airline do not reply my email and proceed for my refund.  They are unprofessional and irresponsible., Kuala Lumpur to Medina via Karachi I cancelled my flight and request for refund However after a month request for cancellation on oct the airline do not reply my email and proceed for my refund They are unprofessional and irresponsible ,"[('Kuala', 'n'), ('Lumpur', 'n'), ('Medina', 'n'), ('via', None), ('Karachi', 'n'), ('cancelled', 'v'), ('flight', 'n'), ('request', 'n'), ('refund', 'n'), ('However', 'r'), ('month', 'n'), ('request', 'n'), ('cancellation', 'n'), ('oct', None), ('airline', 'n'), ('reply', 'v'), ('email', 'n'), ('proceed', 'n'), ('refund', 'n'), ('unprofessional', 'a'), ('irresponsible', 'a')]",  Kuala Lumpur Medina via Karachi cancel flight request refund However month request cancellation oct airline reply email proceed refund unprofessional irresponsible,-0.802,Negative
"  London to Islamabad. We were a family of four and we were not given seats next to each other, which is unreasonable as there were lots of people that weren't in groups that could of easily been allocated different seats. I have traveled with PIA many times. The aeroplane also at times gets extremely hot like the heating is on boiling or something mid air. The food on a few occasions has upset my stomach. The inflight entertainment hasn't been working for the past five years at least each time I've traveled with PIA. The taps in the bathrooms have to be held to let water stream out which means you can't wash your hands properly. Strangely every time I travel with PIA I am always given a seat with loud people nearby, that never allow for any sleep or peace of mind.", London to Islamabad We were a family of four and we were not given seats next to each other which is unreasonable as there were lots of people that weren t in groups that could of easily been allocated different seats I have traveled with PIA many times The aeroplane also at times gets extremely hot like the heating is on boiling or something mid air The food on a few occasions has upset my stomach The inflight entertainment hasn t been working for the past five years at least each time I ve traveled with PIA The taps in the bathrooms have to be held to let water stream out which means you can t wash your hands properly Strangely every time I travel with PIA I am always given a seat with loud people nearby that never allow for any sleep or peace of mind ,"[('London', 'n'), ('Islamabad', 'n'), ('family', 'n'), ('four', None), ('given', 'v'), ('seats', 'n'), ('next', None), ('unreasonable', 'a'), ('lots', 'n'), ('people', 'n'), ('groups', 'n'), ('could', None), ('easily', 'r'), ('allocated', 'v'), ('different', 'a'), ('seats', 'n'), ('traveled', 'v'), ('PIA', 'n'), ('many', 'a'), ('times', 'n'), ('aeroplane', 'n'), ('also', 'r'), ('times', 'n'), ('gets', 'v'), ('extremely', 'r'), ('hot', 'a'), ('like', None), ('heating', 'n'), ('boiling', 'v'), ('something', 'n'), ('mid', 'n'), ('air', 'v'), ('food', 'n'), ('occasions', 'n'), ('upset', 'v'), ('stomach', 'n'), ('inflight', 'a'), ('entertainment', 'n'), ('working', 'v'), ('past', 'a'), ('five', None), ('years', 'n'), ('least', 'a'), ('time', 'n'), ('traveled', 'v'), ('PIA', 'n'), ('taps', 'n'), ('bathrooms', 'n'), ('held', 'v'), ('let', 'v'), ('water', 'n'), ('stream', 'v'), ('means', 'v'), ('wash', 'v'), ('hands', 'n'), ('properly', 'r'), ('Strangely', 'r'), ('every', None), ('time', 'n'), ('travel', 'v'), ('PIA', 'n'), ('always', 'r'), ('given', 'v'), ('seat', 'n'), ('loud', 'a'), ('people', 'n'), ('nearby', 'v'), ('never', 'r'), ('allow', 'v'), ('sleep', 'a'), ('peace', 'n'), ('mind', 'n')]",  London Islamabad family four give seat next unreasonable lot people group could easily allocate different seat travel PIA many time aeroplane also time get extremely hot like heating boil something mid air food occasion upset stomach inflight entertainment work past five year least time travel PIA tap bathroom hold let water stream mean wash hand properly Strangely every time travel PIA always give seat loud people nearby never allow sleep peace mind,0.4334,Neutral
"  Islamabad to London. We enrolled to become award members, and upgraded to business class seats on our outward bound flight from Heathrow to Islamabad. My husband was suffering shoulder and neck pain and I from lower back pain. We arrived at the boarding gate and were told to wait in the corridor as the seating area was full, looking inside we saw that some passengers were using the seats to put their luggage on, we insisted on being able to get into the seated waiting area and eventually were allowed to go in , once there we asked the passengers to remove the luggage from the seat and let us sit down. The seats in the aeroplane are old style and were not fully functional, they would go flat but we were unable to sit up as they would not pull up enough. We asked the steward to help sort them out they were unable to do so and could not offer alternative seats. They were unable to provide extra pillow or blankets, as they claimed they only carried a limited amount. The food was reasonable but not really presented as one would expect in business class. Having travelled on other airlines business class this fell very short in service and comfort. The cutlery was plastic - really is that the best they can do?? There was no in flight entertainment or newspapers offered. The icing on the cake for this journey was having to wait for our luggage over 2 and a half hours even economy collected their baggage before us. We visited Saddar PIA office and spoke to the Shabbir duty manager there to complain about the service we received, we were told to make a formal written complaint and someone will be in touch within a day or two. Having done this we waited and waited for a response. Needless to say no one called to offer any explanation or any form of remedy. We were seeking to upgrade on our return journey but they were unable to do that as they claimed there system was in the process of being upgraded. Still after a few days no one contacted us. Their phone system is useless we tried calling only to be left hanging on the phone for hours. Eventually you get through and the call attendees cut you off. After a few days we then went into the Islamabad office saw the duty manager to see if we can upgrade, only to be told they are unable to do that as all business class seats are full and their system was not allowing them to upgrade. They checked us in to seats 1A and 1C and gave us paperwork to confirm our seat allocation, No sufficient explanation or compensation was offered for the journey we had already been on. Fresh return tickets in hand. We arrived at the airport in ISB, only to find that the counter clerk had changed the seats allocated saying that they were wrongly allocated by the duty manager at PIA office ISB and he referred the matter to a supervisor who said he needed to speak with that the duty manager at PIA office ISB did not have the authority to allocate those seats to us.", Islamabad to London We enrolled to become award members and upgraded to business class seats on our outward bound flight from Heathrow to Islamabad My husband was suffering shoulder and neck pain and I from lower back pain We arrived at the boarding gate and were told to wait in the corridor as the seating area was full looking inside we saw that some passengers were using the seats to put their luggage on we insisted on being able to get into the seated waiting area and eventually were allowed to go in once there we asked the passengers to remove the luggage from the seat and let us sit down The seats in the aeroplane are old style and were not fully functional they would go flat but we were unable to sit up as they would not pull up enough We asked the steward to help sort them out they were unable to do so and could not offer alternative seats They were unable to provide extra pillow or blankets as they claimed they only carried a limited amount The food was reasonable but not really presented as one would expect in business class Having travelled on other airlines business class this fell very short in service and comfort The cutlery was plastic really is that the best they can do There was no in flight entertainment or newspapers offered The icing on the cake for this journey was having to wait for our luggage over and a half hours even economy collected their baggage before us We visited Saddar PIA office and spoke to the Shabbir duty manager there to complain about the service we received we were told to make a formal written complaint and someone will be in touch within a day or two Having done this we waited and waited for a response Needless to say no one called to offer any explanation or any form of remedy We were seeking to upgrade on our return journey but they were unable to do that as they claimed there system was in the process of being upgraded Still after a few days no one contacted us Their phone system is useless we tried calling only to be left hanging on the phone for hours Eventually you get through and the call attendees cut you off After a few days we then went into the Islamabad office saw the duty manager to see if we can upgrade only to be told they are unable to do that as all business class seats are full and their system was not allowing them to upgrade They checked us in to seats A and C and gave us paperwork to confirm our seat allocation No sufficient explanation or compensation was offered for the journey we had already been on Fresh return tickets in hand We arrived at the airport in ISB only to find that the counter clerk had changed the seats allocated saying that they were wrongly allocated by the duty manager at PIA office ISB and he referred the matter to a supervisor who said he needed to speak with that the duty manager at PIA office ISB did not have the authority to allocate those seats to us ,"[('Islamabad', 'n'), ('London', 'n'), ('enrolled', 'v'), ('become', 'v'), ('award', 'a'), ('members', 'n'), ('upgraded', 'a'), ('business', 'n'), ('class', 'n'), ('seats', 'n'), ('outward', 'n'), ('bound', 'n'), ('flight', 'n'), ('Heathrow', 'n'), ('Islamabad', 'n'), ('husband', 'n'), ('suffering', 'v'), ('shoulder', 'n'), ('neck', 'n'), ('pain', 'n'), ('lower', 'a'), ('back', 'r'), ('pain', 'n'), ('arrived', 'v'), ('boarding', 'n'), ('gate', 'n'), ('told', 'v'), ('wait', 'v'), ('corridor', 'n'), ('seating', 'v'), ('area', 'n'), ('full', 'a'), ('looking', 'v'), ('inside', None), ('saw', 'v'), ('passengers', 'n'), ('using', 'v'), ('seats', 'n'), ('put', 'v'), ('luggage', 'n'), ('insisted', 'v'), ('able', 'a'), ('get', 'v'), ('seated', 'a'), ('waiting', 'v'), ('area', 'n'), ('eventually', 'r'), ('allowed', 'v'), ('go', 'v'), ('asked', 'v'), ('passengers', 'n'), ('remove', 'v'), ('luggage', 'n'), ('seat', 'n'), ('let', 'v'), ('us', None), ('sit', 'v'), ('seats', 'n'), ('aeroplane', 'n'), ('old', 'a'), ('style', 'n'), ('fully', 'r'), ('functional', 'a'), ('would', None), ('go', 'v'), ('flat', 'a'), ('unable', 'a'), ('sit', 'v'), ('would', None), ('pull', 'v'), ('enough', 'r'), ('asked', 'v'), ('steward', 'n'), ('help', 'v'), ('sort', 'v'), ('unable', 'a'), ('could', None), ('offer', 'v'), ('alternative', 'a'), ('seats', 'n'), ('unable', 'a'), ('provide', 'v'), ('extra', 'a'), ('pillow', 'n'), ('blankets', 'n'), ('claimed', 'v'), ('carried', 'v'), ('limited', 'a'), ('amount', 'n'), ('food', 'n'), ('reasonable', 'a'), ('really', 'r'), ('presented', 'v'), ('one', None), ('would', None), ('expect', 'v'), ('business', 'n'), ('class', 'n'), ('travelled', 'v'), ('airlines', 'n'), ('business', 'n'), ('class', 'n'), ('fell', 'v'), ('short', 'r'), ('service', 'n'), ('comfort', 'n'), ('cutlery', 'n'), ('plastic', 'a'), ('really', 'r'), ('best', 'a'), ('flight', 'n'), ('entertainment', 'n'), ('newspapers', 'n'), ('offered', 'v'), ('icing', 'n'), ('cake', 'n'), ('journey', 'n'), ('wait', 'v'), ('luggage', 'n'), ('half', 'n'), ('hours', 'n'), ('even', 'r'), ('economy', 'n'), ('collected', 'v'), ('baggage', 'n'), ('us', None), ('visited', 'v'), ('Saddar', 'n'), ('PIA', 'n'), ('office', 'n'), ('spoke', 'v'), ('Shabbir', 'n'), ('duty', 'n'), ('manager', 'n'), ('complain', 'v'), ('service', 'n'), ('received', 'v'), ('told', 'v'), ('make', 'v'), ('formal', 'a'), ('written', 'v'), ('complaint', 'n'), ('someone', 'n'), ('touch', 'n'), ('within', None), ('day', 'n'), ('two', None), ('done', 'v'), ('waited', 'v'), ('waited', 'v'), ('response', 'n'), ('Needless', 'n'), ('say', 'v'), ('one', 'n'), ('called', 'v'), ('offer', 'v'), ('explanation', 'n'), ('form', 'n'), ('remedy', 'n'), ('seeking', 'v'), ('upgrade', 'v'), ('return', 'n'), ('journey', 'n'), ('unable', 'a'), ('claimed', 'v'), ('system', 'n'), ('process', 'n'), ('upgraded', 'v'), ('Still', 'r'), ('days', 'n'), ('one', 'n'), ('contacted', 'v'), ('us', None), ('phone', 'n'), ('system', 'n'), ('useless', 'a'), ('tried', 'v'), ('calling', 'v'), ('left', 'v'), ('hanging', 'v'), ('phone', 'n'), ('hours', 'n'), ('Eventually', 'n'), ('get', 'v'), ('call', 'n'), ('attendees', 'v'), ('cut', 'v'), ('days', 'n'), ('went', 'v'), ('Islamabad', 'n'), ('office', 'n'), ('saw', 'v'), ('duty', 'n'), ('manager', 'n'), ('see', 'v'), ('upgrade', 'v'), ('told', 'v'), ('unable', 'a'), ('business', 'n'), ('class', 'n'), ('seats', 'n'), ('full', 'a'), ('system', 'n'), ('allowing', 'v'), ('upgrade', 'v'), ('checked', 'v'), ('us', None), ('seats', 'v'), ('C', 'n'), ('gave', 'v'), ('us', None), ('paperwork', 'n'), ('confirm', 'v'), ('seat', 'n'), ('allocation', 'n'), ('sufficient', 'a'), ('explanation', 'n'), ('compensation', 'n'), ('offered', 'v'), ('journey', 'n'), ('already', 'r'), ('Fresh', 'n'), ('return', 'n'), ('tickets', 'n'), ('hand', 'n'), ('arrived', 'v'), ('airport', 'n'), ('ISB', 'n'), ('find', 'v'), ('counter', 'n'), ('clerk', 'n'), ('changed', 'v'), ('seats', 'n'), ('allocated', 'v'), ('saying', 'v'), ('wrongly', 'r'), ('allocated', 'v'), ('duty', 'n'), ('manager', 'n'), ('PIA', 'n'), ('office', 'n'), ('ISB', 'n'), ('referred', 'v'), ('matter', 'n'), ('supervisor', 'n'), ('said', 'v'), ('needed', 'v'), ('speak', 'v'), ('duty', 'n'), ('manager', 'n'), ('PIA', 'n'), ('office', 'n'), ('ISB', 'n'), ('authority', 'n'), ('allocate', 'v'), ('seats', 'n'), ('us', None)]",  Islamabad London enrol become award member upgraded business class seat outward bound flight Heathrow Islamabad husband suffer shoulder neck pain low back pain arrive boarding gate tell wait corridor seat area full look inside saw passenger use seat put luggage insist able get seated wait area eventually allow go ask passenger remove luggage seat let us sit seat aeroplane old style fully functional would go flat unable sit would pull enough ask steward help sort unable could offer alternative seat unable provide extra pillow blanket claim carry limited amount food reasonable really present one would expect business class travel airline business class fell short service comfort cutlery plastic really best flight entertainment newspaper offer icing cake journey wait luggage half hour even economy collect baggage us visit Saddar PIA office speak Shabbir duty manager complain service receive tell make formal write complaint someone touch within day two do wait wait response Needless say one call offer explanation form remedy seek upgrade return journey unable claim system process upgrade Still day one contact us phone system useless try call leave hang phone hour Eventually get call attendees cut day go Islamabad office saw duty manager see upgrade tell unable business class seat full system allow upgrade check us seat C give us paperwork confirm seat allocation sufficient explanation compensation offer journey already Fresh return ticket hand arrive airport ISB find counter clerk change seat allocate say wrongly allocate duty manager PIA office ISB refer matter supervisor say need speak duty manager PIA office ISB authority allocate seat us,0.469,Neutral
"  London to Lahore return. I have three kids with me and the direct flight was a good option. I paid 3100 for travelling  during summer holidays. The flight from London had no entertainment system, no pillows, no blankets. From lahore the flight was more than 6 hrs delayed, again no entertainment system. Never going to fly PIA again.", London to Lahore return I have three kids with me and the direct flight was a good option I paid for travelling during summer holidays The flight from London had no entertainment system no pillows no blankets From lahore the flight was more than hrs delayed again no entertainment system Never going to fly PIA again ,"[('London', 'n'), ('Lahore', 'n'), ('return', 'n'), ('three', None), ('kids', 'n'), ('direct', 'a'), ('flight', 'n'), ('good', 'a'), ('option', 'n'), ('paid', 'v'), ('travelling', 'v'), ('summer', 'n'), ('holidays', 'v'), ('flight', 'n'), ('London', 'n'), ('entertainment', 'n'), ('system', 'n'), ('pillows', 'v'), ('blankets', 'n'), ('lahore', None), ('flight', 'n'), ('hrs', 'r'), ('delayed', 'v'), ('entertainment', 'n'), ('system', 'n'), ('Never', 'n'), ('going', 'v'), ('fly', 'v'), ('PIA', 'n')]",  London Lahore return three kid direct flight good option pay travel summer holiday flight London entertainment system pillow blanket lahore flight hrs delay entertainment system Never go fly PIA,0.8176,Positive
" London to Islamabad. You will be where I have been, when booking tickets. You use a ticket scanner site and find the cheapest ticket you can for a flight to Pakistan. You see the price of business class on PIA and its half the price of any of the competitors. You say 'wow, ill book that'. This is what you get. Ancient planes with broken seats, scuffed and dirty. No IFE. Screens don't work. This was both ways. Seat didn't work. When the airlines say lie flat seat, you assume when its working it lies flat. Basically for the price, you get a wider seat and more leg room. Food was tasty and plentiful, despite being served from foil trays, and eaten with plastic forks. Staff were average. Some were excellent, some were miserable and offish. No priority boarding or bag tags. I waited 50 mins at Heathrow to collect my bag. I travel business most weeks somewhere in the world. PIA is the worst I've come across. For the price it's almost acceptable, as its so cheap. But the old adage is true, you get what you pay for.", London to Islamabad You will be where I have been when booking tickets You use a ticket scanner site and find the cheapest ticket you can for a flight to Pakistan You see the price of business class on PIA and its half the price of any of the competitors You say wow ill book that This is what you get Ancient planes with broken seats scuffed and dirty No IFE Screens don t work This was both ways Seat didn t work When the airlines say lie flat seat you assume when its working it lies flat Basically for the price you get a wider seat and more leg room Food was tasty and plentiful despite being served from foil trays and eaten with plastic forks Staff were average Some were excellent some were miserable and offish No priority boarding or bag tags I waited mins at Heathrow to collect my bag I travel business most weeks somewhere in the world PIA is the worst I ve come across For the price it s almost acceptable as its so cheap But the old adage is true you get what you pay for ,"[('London', 'n'), ('Islamabad', 'n'), ('booking', 'v'), ('tickets', 'n'), ('use', 'v'), ('ticket', 'n'), ('scanner', 'n'), ('site', 'n'), ('find', 'v'), ('cheapest', 'a'), ('ticket', 'n'), ('flight', 'n'), ('Pakistan', 'v'), ('see', 'v'), ('price', 'n'), ('business', 'n'), ('class', 'n'), ('PIA', 'n'), ('half', 'n'), ('price', 'n'), ('competitors', 'n'), ('say', 'v'), ('wow', 'n'), ('ill', 'v'), ('book', 'n'), ('get', 'v'), ('Ancient', 'a'), ('planes', 'n'), ('broken', 'a'), ('seats', 'n'), ('scuffed', 'v'), ('dirty', 'a'), ('IFE', 'n'), ('Screens', 'n'), ('work', 'n'), ('ways', 'n'), ('Seat', 'n'), ('work', 'n'), ('airlines', 'n'), ('say', 'v'), ('lie', 'a'), ('flat', 'a'), ('seat', 'n'), ('assume', 'v'), ('working', 'v'), ('lies', 'v'), ('flat', 'a'), ('Basically', 'n'), ('price', 'n'), ('get', 'v'), ('wider', 'n'), ('seat', 'n'), ('leg', 'a'), ('room', 'n'), ('Food', 'n'), ('tasty', 'a'), ('plentiful', 'a'), ('despite', None), ('served', 'v'), ('foil', 'n'), ('trays', 'n'), ('eaten', 'v'), ('plastic', 'a'), ('forks', 'n'), ('Staff', 'n'), ('average', 'a'), ('excellent', 'a'), ('miserable', 'a'), ('offish', 'a'), ('priority', 'n'), ('boarding', 'n'), ('bag', 'n'), ('tags', 'n'), ('waited', 'v'), ('mins', 'n'), ('Heathrow', 'n'), ('collect', 'v'), ('bag', 'n'), ('travel', 'v'), ('business', 'n'), ('weeks', 'n'), ('somewhere', 'r'), ('world', 'n'), ('PIA', 'n'), ('worst', 'a'), ('come', 'a'), ('across', None), ('price', 'n'), ('almost', 'r'), ('acceptable', 'a'), ('cheap', 'a'), ('old', 'a'), ('adage', 'n'), ('true', 'a'), ('get', 'v'), ('pay', 'v')]",  London Islamabad book ticket use ticket scanner site find cheap ticket flight Pakistan see price business class PIA half price competitor say wow ill book get Ancient plane broken seat scuff dirty IFE Screens work way Seat work airline say lie flat seat assume work lie flat Basically price get wider seat leg room Food tasty plentiful despite serve foil tray eat plastic fork Staff average excellent miserable offish priority boarding bag tag wait min Heathrow collect bag travel business week somewhere world PIA bad come across price almost acceptable cheap old adage true get pay,-0.5563,Negative
  Karachi to Quetta. Totally incompetent! They canceled our flight without telling us and then gave us a terrible hotel at the airport. It was just a horrible room at the hotel and they told us that we have pay the water. We didn’t got any money for the not refundable hotel booking in Quetta or the inconvenience we had (visa expiring and so on). Not again! Worst service ever experienced!, Karachi to Quetta Totally incompetent They canceled our flight without telling us and then gave us a terrible hotel at the airport It was just a horrible room at the hotel and they told us that we have pay the water We didn t got any money for the not refundable hotel booking in Quetta or the inconvenience we had visa expiring and so on Not again Worst service ever experienced ,"[('Karachi', 'n'), ('Quetta', 'n'), ('Totally', 'n'), ('incompetent', 'n'), ('canceled', 'v'), ('flight', 'n'), ('without', None), ('telling', 'v'), ('us', None), ('gave', 'v'), ('us', None), ('terrible', 'a'), ('hotel', 'n'), ('airport', 'n'), ('horrible', 'a'), ('room', 'n'), ('hotel', 'n'), ('told', 'v'), ('us', None), ('pay', 'v'), ('water', 'n'), ('got', 'v'), ('money', 'n'), ('refundable', 'a'), ('hotel', 'n'), ('booking', 'n'), ('Quetta', 'n'), ('inconvenience', 'n'), ('visa', 'v'), ('expiring', 'n'), ('Worst', 'n'), ('service', 'n'), ('ever', 'r'), ('experienced', 'v')]",  Karachi Quetta Totally incompetent cancel flight without tell us give us terrible hotel airport horrible room hotel tell us pay water get money refundable hotel booking Quetta inconvenience visa expiring Worst service ever experience,-0.96,Negative
"  Manchester to Islamabad. Was apprehensive but the 7.25 hours direct flight was a better option than changeovers in Dubai on this occasion. Paid nearly 1700£ for 2nd rate experience. The crew was nice but what can they do when the seats were dirty, grease and rubbish down side of sear poor quality food served from aluminium trays. On the whole didn't get money's worth. However I was impressed by the staff. The flight back was the same but the seats were better and the staff equally good. Ground services virtually non existing. ", Manchester to Islamabad Was apprehensive but the hours direct flight was a better option than changeovers in Dubai on this occasion Paid nearly for nd rate experience The crew was nice but what can they do when the seats were dirty grease and rubbish down side of sear poor quality food served from aluminium trays On the whole didn t get money s worth However I was impressed by the staff The flight back was the same but the seats were better and the staff equally good Ground services virtually non existing ,"[('Manchester', 'n'), ('Islamabad', 'n'), ('apprehensive', 'a'), ('hours', 'n'), ('direct', 'a'), ('flight', 'n'), ('better', 'a'), ('option', 'n'), ('changeovers', 'n'), ('Dubai', 'n'), ('occasion', 'n'), ('Paid', 'v'), ('nearly', 'r'), ('nd', 'a'), ('rate', 'n'), ('experience', 'n'), ('crew', 'n'), ('nice', 'a'), ('seats', 'n'), ('dirty', 'a'), ('grease', 'n'), ('rubbish', 'v'), ('side', 'n'), ('sear', 'a'), ('poor', 'a'), ('quality', 'n'), ('food', 'n'), ('served', 'v'), ('aluminium', 'n'), ('trays', 'n'), ('whole', 'a'), ('get', 'v'), ('money', 'n'), ('worth', None), ('However', 'r'), ('impressed', 'v'), ('staff', 'n'), ('flight', 'n'), ('back', 'r'), ('seats', 'n'), ('better', 'a'), ('staff', 'n'), ('equally', 'r'), ('good', 'a'), ('Ground', 'n'), ('services', 'n'), ('virtually', 'r'), ('non', 'v'), ('existing', 'v')]",  Manchester Islamabad apprehensive hour direct flight good option changeover Dubai occasion Paid nearly nd rate experience crew nice seat dirty grease rubbish side sear poor quality food serve aluminium tray whole get money worth However impress staff flight back seat good staff equally good Ground service virtually non exist,0.8519,Positive
" 
Overall a smooth flight with Pakistan Intl Airlines flying from Karachi to Kuala Lumpur. Good meals served throughout the flight. Air-conditioning and the quality of the aircraft was good. The aircraft was old but was well maintained and the staff were well trained to meet the needs of the passengers. Despite being full in the business class it was a smooth trip.", Overall a smooth flight with Pakistan Intl Airlines flying from Karachi to Kuala Lumpur Good meals served throughout the flight Air conditioning and the quality of the aircraft was good The aircraft was old but was well maintained and the staff were well trained to meet the needs of the passengers Despite being full in the business class it was a smooth trip ,"[('Overall', 'v'), ('smooth', 'a'), ('flight', 'n'), ('Pakistan', 'n'), ('Intl', 'n'), ('Airlines', 'n'), ('flying', 'v'), ('Karachi', 'n'), ('Kuala', 'n'), ('Lumpur', 'n'), ('Good', 'n'), ('meals', 'n'), ('served', 'v'), ('throughout', None), ('flight', 'n'), ('Air', 'n'), ('conditioning', 'n'), ('quality', 'n'), ('aircraft', 'n'), ('good', 'a'), ('aircraft', 'n'), ('old', 'a'), ('well', 'r'), ('maintained', 'v'), ('staff', 'n'), ('well', 'r'), ('trained', 'v'), ('meet', 'v'), ('needs', 'n'), ('passengers', 'n'), ('Despite', None), ('full', 'a'), ('business', 'n'), ('class', 'n'), ('smooth', 'a'), ('trip', 'n')]",  Overall smooth flight Pakistan Intl Airlines fly Karachi Kuala Lumpur Good meal serve throughout flight Air conditioning quality aircraft good aircraft old well maintain staff well train meet need passenger Despite full business class smooth trip,0.8402,Positive
